episode_id,object_x,object_y,object_z,success,selected_method,window_start,window_end
74,-0.083945826,0.61487705,0.02,True,temporal_multi_window,0.15,0.3
75,-0.062430132,0.6618264,0.02,True,temporal_multi_window,0.15,0.3
76,0.031261172,0.63694555,0.02,True,temporal_multi_window,0.15,0.3
77,-0.03476981,0.6541068,0.02,True,temporal_multi_window,0.15,0.3
78,0.06624698,0.62465674,0.02,True,temporal_multi_window,0.15,0.3
79,0.0558348,0.681508,0.02,True,temporal_multi_window,0.15,0.3
80,-0.05766933,0.6317266,0.02,True,temporal_multi_window,0.15,0.3
81,-0.050357956,0.6509119,0.02,True,temporal_multi_window,0.15,0.3
82,0.09948684,0.6832513,0.02,True,temporal_multi_window,0.15,0.3
83,-0.022652786,0.6743409,0.02,True,temporal_multi_window,0.15,0.3
84,-0.065282166,0.6258314,0.02,True,temporal_multi_window,0.15,0.3
85,-0.025350051,0.63692784,0.02,True,temporal_multi_window,0.15,0.3
86,0.017843565,0.6421647,0.02,True,temporal_multi_window,0.15,0.3
87,0.009490587,0.67191535,0.02,True,temporal_multi_window,0.15,0.3
88,0.043467678,0.62228197,0.02,True,temporal_multi_window,0.15,0.3
89,-0.069480956,0.6480248,0.02,True,temporal_multi_window,0.15,0.3
90,-0.03318977,0.66445917,0.02,True,temporal_multi_window,0.15,0.3
91,0.030472549,0.65048504,0.02,True,temporal_multi_window,0.15,0.3
92,-0.04169632,0.68352354,0.02,True,temporal_multi_window,0.15,0.3
93,0.09987531,0.6750984,0.02,True,temporal_multi_window,0.15,0.3
94,0.0023814295,0.6112752,0.02,True,temporal_multi_window,0.15,0.3
95,0.044847537,0.6482087,0.02,True,temporal_multi_window,0.15,0.3
96,-0.081519835,0.6561974,0.02,True,temporal_multi_window,0.15,0.3
97,0.09526701,0.6929152,0.02,True,temporal_multi_window,0.15,0.3
98,-0.022288095,0.63946426,0.02,True,temporal_multi_window,0.15,0.3
99,-0.0404755,0.6046696,0.02,True,temporal_multi_window,0.15,0.3
100,0.034149818,0.6825853,0.02,True,temporal_multi_window,0.15,0.3
101,-0.038606755,0.68936133,0.02,True,temporal_multi_window,0.15,0.3
102,-0.0665503,0.6312145,0.02,True,temporal_multi_window,0.15,0.3
103,0.06453695,0.68215483,0.02,True,temporal_multi_window,0.15,0.3
104,-0.018912096,0.69959044,0.02,True,temporal_multi_window,0.15,0.3
105,-0.040633086,0.6002245,0.02,True,temporal_multi_window,0.15,0.3
106,0.09488632,0.6857462,0.02,True,temporal_multi_window,0.15,0.3
107,-0.030961758,0.60416746,0.02,True,temporal_multi_window,0.15,0.3
108,0.07463919,0.61269647,0.02,True,temporal_multi_window,0.15,0.3
109,-0.008166475,0.6018205,0.02,True,temporal_multi_window,0.15,0.3
110,0.091002,0.6637223,0.02,True,temporal_multi_window,0.15,0.3
111,-0.095504336,0.64202243,0.02,True,temporal_multi_window,0.15,0.3
112,-0.08903885,0.68176776,0.02,True,temporal_multi_window,0.15,0.3
113,0.06809419,0.64351207,0.02,True,temporal_multi_window,0.15,0.3
114,-0.07335906,0.6521694,0.02,True,temporal_multi_window,0.15,0.3
115,0.014623638,0.6614193,0.02,True,temporal_multi_window,0.15,0.3
116,-0.09164787,0.6477994,0.02,True,temporal_multi_window,0.15,0.3
117,-0.09091956,0.67597055,0.02,True,temporal_multi_window,0.15,0.3
118,-0.073830344,0.6571919,0.02,True,temporal_multi_window,0.15,0.3
119,-0.09144622,0.64199865,0.02,True,temporal_multi_window,0.15,0.3
120,0.09691512,0.68544227,0.02,True,temporal_multi_window,0.15,0.3
121,0.01115812,0.6745524,0.02,True,temporal_multi_window,0.15,0.3
122,0.016616121,0.6214509,0.02,True,temporal_multi_window,0.15,0.3
123,0.09615284,0.66848296,0.02,True,temporal_multi_window,0.15,0.3
124,0.03359248,0.6395475,0.02,True,temporal_multi_window,0.15,0.3
125,0.0013372222,0.6412826,0.02,True,temporal_multi_window,0.15,0.3
126,0.016009035,0.60499966,0.02,True,temporal_multi_window,0.15,0.3
127,-0.0117210485,0.6715549,0.02,True,temporal_multi_window,0.15,0.3
128,0.05811987,0.66014427,0.02,True,temporal_multi_window,0.15,0.3
129,0.07779787,0.60973924,0.02,True,temporal_multi_window,0.15,0.3
130,-0.024030993,0.612645,0.02,True,temporal_multi_window,0.15,0.3
131,-0.052106645,0.6254157,0.02,True,temporal_multi_window,0.15,0.3
132,0.092424385,0.635624,0.02,True,temporal_multi_window,0.15,0.3
133,-0.05948722,0.63111573,0.02,True,temporal_multi_window,0.15,0.3
134,0.042334016,0.66652715,0.02,True,temporal_multi_window,0.15,0.3
135,0.0041211355,0.6963956,0.02,True,temporal_multi_window,0.15,0.3
136,-0.026349934,0.64796454,0.02,True,temporal_multi_window,0.15,0.3
137,0.07836063,0.60889536,0.02,True,temporal_multi_window,0.15,0.3
138,-0.023087181,0.61951244,0.02,True,temporal_multi_window,0.15,0.3
139,-0.04166387,0.6250262,0.02,True,temporal_multi_window,0.15,0.3
140,-0.081504434,0.65912783,0.02,True,temporal_multi_window,0.15,0.3
141,0.05914717,0.62121314,0.02,True,temporal_multi_window,0.15,0.3
142,0.05428782,0.6432288,0.02,True,temporal_multi_window,0.15,0.3
143,-0.093371116,0.6008784,0.02,True,temporal_multi_window,0.15,0.3
144,-0.008191236,0.6807376,0.02,True,temporal_multi_window,0.15,0.3
145,0.019627916,0.6326684,0.02,True,temporal_multi_window,0.15,0.3
146,-0.027433638,0.6006344,0.02,True,temporal_multi_window,0.15,0.3
147,-0.022783395,0.6074266,0.02,True,temporal_multi_window,0.15,0.3
148,-0.05465515,0.6914835,0.02,True,temporal_multi_window,0.15,0.3
149,-0.005849524,0.64412344,0.02,True,temporal_multi_window,0.15,0.3
150,-0.08404739,0.6231966,0.02,True,temporal_multi_window,0.15,0.3
151,0.09015224,0.6752789,0.02,True,temporal_multi_window,0.15,0.3
152,-0.08549284,0.63297606,0.02,True,temporal_multi_window,0.15,0.3
153,-0.05586583,0.64956355,0.02,True,temporal_multi_window,0.15,0.3
154,0.04333349,0.65975404,0.02,True,temporal_multi_window,0.15,0.3
155,0.04581467,0.6815851,0.02,True,temporal_multi_window,0.15,0.3
156,0.06451645,0.67846096,0.02,True,temporal_multi_window,0.15,0.3
157,-0.0502052,0.64537424,0.02,True,temporal_multi_window,0.15,0.3
158,0.033268444,0.6716022,0.02,True,temporal_multi_window,0.15,0.3
159,-0.06731822,0.6924525,0.02,True,temporal_multi_window,0.15,0.3
160,-0.06451127,0.6391888,0.02,True,temporal_multi_window,0.15,0.3
161,0.08477153,0.6948035,0.02,True,temporal_multi_window,0.15,0.3
162,0.045772113,0.62959415,0.02,True,temporal_multi_window,0.15,0.3
163,0.05544924,0.6572879,0.02,True,temporal_multi_window,0.15,0.3
164,-0.08420316,0.678037,0.02,True,temporal_multi_window,0.15,0.3
165,-0.063480966,0.60588217,0.02,True,temporal_multi_window,0.15,0.3
166,0.019896671,0.6701735,0.02,True,temporal_multi_window,0.15,0.3
167,0.00015986772,0.68246007,0.02,True,temporal_multi_window,0.15,0.3
168,0.046680454,0.6511781,0.02,True,temporal_multi_window,0.15,0.3
169,-0.0697394,0.6026027,0.02,True,temporal_multi_window,0.15,0.3
170,0.048270714,0.6017104,0.02,True,temporal_multi_window,0.15,0.3
171,-0.08824372,0.6761258,0.02,True,temporal_multi_window,0.15,0.3
172,-0.03825515,0.63215816,0.02,True,temporal_multi_window,0.15,0.3
173,-0.016660469,0.6672829,0.02,True,temporal_multi_window,0.15,0.3
174,0.05166406,0.68044466,0.02,True,temporal_multi_window,0.15,0.3
175,-0.0029957292,0.6301653,0.02,True,temporal_multi_window,0.15,0.3
176,-0.01918403,0.6616655,0.02,True,temporal_multi_window,0.15,0.3
177,0.009918029,0.6270341,0.02,True,temporal_multi_window,0.15,0.3
178,0.011101918,0.68734825,0.02,True,temporal_multi_window,0.15,0.3
179,0.0632821,0.6663597,0.02,True,temporal_multi_window,0.15,0.3
180,-0.022079987,0.605673,0.02,True,temporal_multi_window,0.15,0.3
181,-0.036176067,0.63321877,0.02,True,temporal_multi_window,0.15,0.3
182,0.07486497,0.64588153,0.02,True,temporal_multi_window,0.15,0.3
183,-0.031621683,0.62453914,0.02,True,temporal_multi_window,0.15,0.3
184,0.012775212,0.65690005,0.02,True,temporal_multi_window,0.15,0.3
185,0.07730969,0.672226,0.02,True,temporal_multi_window,0.15,0.3
186,-0.062230915,0.6269927,0.02,True,temporal_multi_window,0.15,0.3
187,-0.014065346,0.60683775,0.02,True,temporal_multi_window,0.15,0.3
188,-0.046152007,0.6355482,0.02,True,temporal_multi_window,0.15,0.3
189,-0.059076108,0.6070541,0.02,True,temporal_multi_window,0.15,0.3
190,-0.00087902066,0.6928835,0.02,True,temporal_multi_window,0.15,0.3
191,-0.028878164,0.6106309,0.02,True,temporal_multi_window,0.15,0.3
192,-0.038161594,0.61722034,0.02,True,temporal_multi_window,0.15,0.3
193,0.020436736,0.6257169,0.02,True,temporal_multi_window,0.15,0.3
194,-0.0677955,0.65635103,0.02,True,temporal_multi_window,0.15,0.3
195,-0.020657487,0.6735091,0.02,True,temporal_multi_window,0.15,0.3
196,0.050204843,0.65193206,0.02,True,temporal_multi_window,0.15,0.3
197,0.04695209,0.67031336,0.02,True,temporal_multi_window,0.15,0.3
198,0.09514379,0.6743712,0.02,True,temporal_multi_window,0.15,0.3
199,0.02389557,0.63318366,0.02,True,temporal_multi_window,0.15,0.3
200,-0.028515264,0.69096947,0.02,True,temporal_multi_window,0.15,0.3
201,-0.046497624,0.61476046,0.02,True,temporal_multi_window,0.15,0.3
202,0.0199214,0.6114325,0.02,True,temporal_multi_window,0.15,0.3
203,0.018889716,0.69114566,0.02,True,temporal_multi_window,0.15,0.3
204,-0.022831472,0.66086656,0.02,True,temporal_multi_window,0.15,0.3
205,-0.0459398,0.6636303,0.02,True,temporal_multi_window,0.15,0.3
206,-0.06562077,0.66684633,0.02,True,temporal_multi_window,0.15,0.3
207,-0.030276641,0.6016384,0.02,True,temporal_multi_window,0.15,0.3
208,-0.060810875,0.6140617,0.02,True,temporal_multi_window,0.15,0.3
209,-0.04137706,0.6090369,0.02,True,temporal_multi_window,0.15,0.3
210,-0.089521855,0.6861961,0.02,True,temporal_multi_window,0.15,0.3
211,0.09281843,0.67824453,0.02,True,temporal_multi_window,0.15,0.3
212,-0.092837,0.6833648,0.02,True,temporal_multi_window,0.15,0.3
213,-0.025744498,0.61403143,0.02,True,temporal_multi_window,0.15,0.3
214,-0.018724836,0.6017897,0.02,True,temporal_multi_window,0.15,0.3
215,0.08318786,0.66077006,0.02,True,temporal_multi_window,0.15,0.3
216,-0.017037272,0.6745337,0.02,True,temporal_multi_window,0.15,0.3
217,-0.0048957793,0.6604275,0.02,True,temporal_multi_window,0.15,0.3
218,0.017869122,0.6396338,0.02,True,temporal_multi_window,0.15,0.3
219,-0.016251143,0.6859004,0.02,True,temporal_multi_window,0.15,0.3
220,-0.04009053,0.69301075,0.02,True,temporal_multi_window,0.15,0.3
221,0.030897943,0.6737589,0.02,True,temporal_multi_window,0.15,0.3
222,-0.08122957,0.6783189,0.02,True,temporal_multi_window,0.15,0.3
223,-0.0766666,0.66533357,0.02,True,temporal_multi_window,0.15,0.3
224,0.042467788,0.63022554,0.02,True,temporal_multi_window,0.15,0.3
225,0.02025082,0.6423796,0.02,True,temporal_multi_window,0.15,0.3
226,-0.005276472,0.63964313,0.02,True,temporal_multi_window,0.15,0.3
227,0.026484448,0.6714717,0.02,True,temporal_multi_window,0.15,0.3
228,0.030732434,0.6110266,0.02,True,temporal_multi_window,0.15,0.3
229,-0.025626846,0.66695905,0.02,True,temporal_multi_window,0.15,0.3
230,-0.098689355,0.60197663,0.02,True,temporal_multi_window,0.15,0.3
231,0.041671813,0.64832354,0.02,True,temporal_multi_window,0.15,0.3
232,0.06957259,0.6562792,0.02,True,temporal_multi_window,0.15,0.3
233,-0.07632523,0.64265066,0.02,True,temporal_multi_window,0.15,0.3
234,0.07328586,0.6639522,0.02,True,temporal_multi_window,0.15,0.3
235,0.06765219,0.6087924,0.02,True,temporal_multi_window,0.15,0.3
236,0.09412692,0.6713682,0.02,True,temporal_multi_window,0.15,0.3
237,0.016444417,0.6527126,0.02,True,temporal_multi_window,0.15,0.3
238,-0.08746968,0.6057137,0.02,True,temporal_multi_window,0.15,0.3
239,0.006560579,0.64911854,0.02,True,temporal_multi_window,0.15,0.3
240,0.045347176,0.69710064,0.02,True,temporal_multi_window,0.15,0.3
241,-0.09992128,0.66383755,0.02,True,temporal_multi_window,0.15,0.3
242,0.025147079,0.6839842,0.02,True,temporal_multi_window,0.15,0.3
243,0.04653278,0.6317624,0.02,True,temporal_multi_window,0.15,0.3
244,0.098096855,0.6631038,0.02,True,temporal_multi_window,0.15,0.3
245,0.09036726,0.6181183,0.02,True,temporal_multi_window,0.15,0.3
246,-0.04180593,0.6998348,0.02,True,temporal_multi_window,0.15,0.3
247,0.071248695,0.655183,0.02,True,temporal_multi_window,0.15,0.3
248,-0.061118513,0.6509139,0.02,True,temporal_multi_window,0.15,0.3
249,-0.05756857,0.6045464,0.02,True,temporal_multi_window,0.15,0.3
250,0.016054723,0.6333899,0.02,True,temporal_multi_window,0.15,0.3
251,0.0068787327,0.63691264,0.02,True,temporal_multi_window,0.15,0.3
252,-0.043632142,0.68969554,0.02,True,temporal_multi_window,0.15,0.3
253,0.0024369343,0.6929138,0.02,True,temporal_multi_window,0.15,0.3
254,0.0511014,0.6207364,0.02,True,temporal_multi_window,0.15,0.3
255,-0.02253365,0.61798424,0.02,True,temporal_multi_window,0.15,0.3
256,0.008879112,0.6523175,0.02,True,temporal_multi_window,0.15,0.3
257,-0.035138845,0.62492216,0.02,True,temporal_multi_window,0.15,0.3
258,0.079526365,0.64264584,0.02,True,temporal_multi_window,0.15,0.3
259,0.0621863,0.66050506,0.02,True,temporal_multi_window,0.15,0.3
260,0.077689715,0.6149571,0.02,True,temporal_multi_window,0.15,0.3
261,0.08883124,0.6142929,0.02,True,temporal_multi_window,0.15,0.3
262,-0.08697638,0.6201857,0.02,True,temporal_multi_window,0.15,0.3
263,0.09830216,0.63996404,0.02,True,temporal_multi_window,0.15,0.3
264,0.011301568,0.64922285,0.02,True,temporal_multi_window,0.15,0.3
265,-0.071594425,0.66628116,0.02,True,temporal_multi_window,0.15,0.3
266,0.099957824,0.6119984,0.02,True,temporal_multi_window,0.15,0.3
267,-0.029176284,0.6901984,0.02,True,temporal_multi_window,0.15,0.3
268,-0.09701113,0.60091114,0.02,True,temporal_multi_window,0.15,0.3
269,0.066384844,0.68564284,0.02,True,temporal_multi_window,0.15,0.3
270,-0.036368996,0.65002537,0.02,True,temporal_multi_window,0.15,0.3
271,-0.0424245,0.6542441,0.02,True,temporal_multi_window,0.15,0.3
272,-0.055521227,0.6282978,0.02,True,temporal_multi_window,0.15,0.3
273,-0.07660954,0.64621025,0.02,True,temporal_multi_window,0.15,0.3
274,0.09125813,0.6125301,0.02,True,temporal_multi_window,0.15,0.3
275,-0.07669647,0.68272233,0.02,True,temporal_multi_window,0.15,0.3
276,0.09067371,0.6505629,0.02,True,temporal_multi_window,0.15,0.3
277,0.060273554,0.6672302,0.02,True,temporal_multi_window,0.15,0.3
278,0.064476274,0.6554585,0.02,True,temporal_multi_window,0.15,0.3
279,0.08910458,0.6672867,0.02,True,temporal_multi_window,0.15,0.3
280,-0.00022011231,0.6122267,0.02,True,temporal_multi_window,0.15,0.3
281,-0.03139858,0.6291138,0.02,True,temporal_multi_window,0.15,0.3
282,-0.023019703,0.60102105,0.02,True,temporal_multi_window,0.15,0.3
283,-0.06615559,0.6672289,0.02,True,temporal_multi_window,0.15,0.3
284,-0.08018448,0.67941177,0.02,True,temporal_multi_window,0.15,0.3
285,0.04578965,0.6312493,0.02,True,temporal_multi_window,0.15,0.3
286,-0.067324005,0.6013164,0.02,True,temporal_multi_window,0.15,0.3
287,0.09103026,0.6033358,0.02,True,temporal_multi_window,0.15,0.3
288,-0.058906123,0.6593368,0.02,True,temporal_multi_window,0.15,0.3
289,-0.016527008,0.64238197,0.02,True,temporal_multi_window,0.15,0.3
290,0.093343884,0.65839267,0.02,True,temporal_multi_window,0.15,0.3
291,-0.03012548,0.6631552,0.02,True,temporal_multi_window,0.15,0.3
292,0.02204346,0.6416112,0.02,True,temporal_multi_window,0.15,0.3
293,-0.09884159,0.61659557,0.02,True,temporal_multi_window,0.15,0.3
294,-0.030187188,0.6842635,0.02,True,temporal_multi_window,0.15,0.3
295,0.067503475,0.6844565,0.02,True,temporal_multi_window,0.15,0.3
296,0.0105322935,0.6584044,0.02,True,temporal_multi_window,0.15,0.3
297,0.04395319,0.60861415,0.02,True,temporal_multi_window,0.15,0.3
298,-0.045347337,0.68717974,0.02,True,temporal_multi_window,0.15,0.3
299,0.01872452,0.6441587,0.02,True,temporal_multi_window,0.15,0.3
300,0.062218875,0.6400791,0.02,True,temporal_multi_window,0.15,0.3
301,-0.06161287,0.60098064,0.02,True,temporal_multi_window,0.15,0.3
302,0.009133314,0.61316013,0.02,True,temporal_multi_window,0.15,0.3
303,-0.062593445,0.63603,0.02,True,temporal_multi_window,0.15,0.3
304,0.020500088,0.68903077,0.02,True,temporal_multi_window,0.15,0.3
305,0.09620683,0.6444359,0.02,True,temporal_multi_window,0.15,0.3
306,0.099439636,0.6344755,0.02,True,temporal_multi_window,0.15,0.3
307,-0.0023467797,0.6426148,0.02,True,temporal_multi_window,0.15,0.3
308,-0.07421952,0.6857416,0.02,True,temporal_multi_window,0.15,0.3
309,-0.046042137,0.6180463,0.02,True,temporal_multi_window,0.15,0.3
310,-0.087853186,0.6660208,0.02,True,temporal_multi_window,0.15,0.3
311,-0.04112417,0.64282984,0.02,True,temporal_multi_window,0.15,0.3
312,-0.012779048,0.6684505,0.02,True,temporal_multi_window,0.15,0.3
313,0.0739175,0.6172401,0.02,True,temporal_multi_window,0.15,0.3
314,0.045590296,0.626048,0.02,True,temporal_multi_window,0.15,0.3
315,-0.077503406,0.69817305,0.02,True,temporal_multi_window,0.15,0.3
316,-0.0072547323,0.6180962,0.02,True,temporal_multi_window,0.15,0.3
317,0.011928813,0.66782016,0.02,True,temporal_multi_window,0.15,0.3
318,-0.095150925,0.6746197,0.02,True,temporal_multi_window,0.15,0.3
319,0.05026692,0.6951066,0.02,True,temporal_multi_window,0.15,0.3
320,-0.09567477,0.6077109,0.02,True,temporal_multi_window,0.15,0.3
321,0.08151075,0.688407,0.02,True,temporal_multi_window,0.15,0.3
322,-0.060159475,0.61074215,0.02,True,temporal_multi_window,0.15,0.3
323,0.099797845,0.66440636,0.02,True,temporal_multi_window,0.15,0.3
324,-0.05125156,0.6599075,0.02,True,temporal_multi_window,0.15,0.3
325,0.05995221,0.67903847,0.02,True,temporal_multi_window,0.15,0.3
326,-0.0515642,0.6435367,0.02,True,temporal_multi_window,0.15,0.3
327,-0.094205625,0.6373904,0.02,True,temporal_multi_window,0.15,0.3
328,0.0837623,0.6980361,0.02,True,temporal_multi_window,0.15,0.3
329,-0.0028335527,0.6311371,0.02,True,temporal_multi_window,0.15,0.3
330,0.026241217,0.66606957,0.02,True,temporal_multi_window,0.15,0.3
331,0.08739593,0.68378705,0.02,True,temporal_multi_window,0.15,0.3
332,-0.083818674,0.65866494,0.02,True,temporal_multi_window,0.15,0.3
333,-0.07909396,0.6097438,0.02,True,temporal_multi_window,0.15,0.3
334,0.05986747,0.6106531,0.02,True,temporal_multi_window,0.15,0.3
335,0.057481233,0.6449868,0.02,True,temporal_multi_window,0.15,0.3
336,0.029507902,0.6839106,0.02,True,temporal_multi_window,0.15,0.3
337,-0.0320861,0.63884133,0.02,True,temporal_multi_window,0.15,0.3
338,-0.08094283,0.6478767,0.02,True,temporal_multi_window,0.15,0.3
339,-0.08741498,0.6894838,0.02,True,temporal_multi_window,0.15,0.3
340,-0.03245011,0.61165196,0.02,True,temporal_multi_window,0.15,0.3
341,-0.08403015,0.6034111,0.02,True,temporal_multi_window,0.15,0.3
342,-0.013493078,0.63762176,0.02,True,temporal_multi_window,0.15,0.3
343,0.086366326,0.6108573,0.02,True,temporal_multi_window,0.15,0.3
344,0.015179812,0.6492627,0.02,True,temporal_multi_window,0.15,0.3
345,0.04210808,0.6451392,0.02,True,temporal_multi_window,0.15,0.3
346,-0.096332334,0.66331315,0.02,True,temporal_multi_window,0.15,0.3
347,0.011720494,0.6069,0.02,True,temporal_multi_window,0.15,0.3
348,-0.030078635,0.6197317,0.02,True,temporal_multi_window,0.15,0.3
349,0.060544696,0.69904554,0.02,True,temporal_multi_window,0.15,0.3
350,-0.006253185,0.6661033,0.02,True,temporal_multi_window,0.15,0.3
351,0.09578729,0.69873416,0.02,True,temporal_multi_window,0.15,0.3
352,-0.076093726,0.6643251,0.02,True,temporal_multi_window,0.15,0.3
353,-0.08224769,0.67506814,0.02,True,temporal_multi_window,0.15,0.3
354,0.09075542,0.649476,0.02,True,temporal_multi_window,0.15,0.3
355,0.025756277,0.6199337,0.02,True,temporal_multi_window,0.15,0.3
356,-0.053035926,0.6105562,0.02,True,temporal_multi_window,0.15,0.3
357,0.023319805,0.66493744,0.02,True,temporal_multi_window,0.15,0.3
358,-0.03558529,0.65850955,0.02,True,temporal_multi_window,0.15,0.3
359,0.02182161,0.6310132,0.02,True,temporal_multi_window,0.15,0.3
360,0.029894076,0.6208787,0.02,True,temporal_multi_window,0.15,0.3
361,-0.017940277,0.6506156,0.02,True,temporal_multi_window,0.15,0.3
362,0.08938015,0.62234896,0.02,True,temporal_multi_window,0.15,0.3
363,0.07497227,0.60371757,0.02,True,temporal_multi_window,0.15,0.3
364,-0.022566462,0.6657842,0.02,True,temporal_multi_window,0.15,0.3
365,0.053325154,0.6305013,0.02,True,temporal_multi_window,0.15,0.3
366,0.013118393,0.6152647,0.02,True,temporal_multi_window,0.15,0.3
367,0.08204886,0.6961507,0.02,True,temporal_multi_window,0.15,0.3
368,-0.082965404,0.63500726,0.02,True,temporal_multi_window,0.15,0.3
369,-0.028449427,0.65244013,0.02,True,temporal_multi_window,0.15,0.3
370,-0.058343604,0.6206069,0.02,True,temporal_multi_window,0.15,0.3
